PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Yellow peppers,2.87,4.3,"=ROUND(B458*C458,2)"
Bok choy,1.42,37.1,"=ROUND(B459*C459,2)"
Apples,1.88,16.7,"=ROUND(B460*C460,2)"
Orange,1.09,33.2,"=ROUND(B461*C461,2)"
Bok choy,1.42,29.5,"=ROUND(B462*C462,2)"
Lime,1.06,5.800000000000001,"=ROUND(B463*C463,2)"
Celery,1.19,5.7,"=ROUND(B464*C464,2)"
Brussels sprouts,1.65,6.800000000000001,"=ROUND(B465*C465,2)"
Celery,1.19,34.9,"=ROUND(B466*C466,2)"
Beets,1.51,39.1,"=ROUND(B467*C467,2)"
Avocados,3.23,24.2,"=ROUND(B468*C468,2)"
Yellow peppers,2.87,15.8,"=ROUND(B469*C469,2)"
Cherries,9.5,17.4,"=ROUND(B470*C470,2)"
Carrots,1.26,25.7,"=ROUND(B471*C471,2)"
Daikon,1.4,30.9,"=ROUND(B472*C472,2)"
Parsnips,2.27,35.6,"=ROUND(B473*C473,2)"
Cherries,9.5,29,"=ROUND(B474*C474,2)"
Celery,1.19,5.600000000000001,"=ROUND(B475*C475,2)"
Kale,5.02,21.9,"=ROUND(B476*C476,2)"
Okra,2.26,22.5,"=ROUND(B477*C477,2)"
Lettuce,1.88,1,"=ROUND(B478*C478,2)"
Carrots,1.26,16.6,"=ROUND(B479*C479,2)"
Fava beans,2.69,2.3,"=ROUND(B480*C480,2)"
Daikon,1.4,24.5,"=ROUND(B481*C481,2)"
Fava beans,2.69,30.5,"=ROUND(B482*C482,2)"
Yellow peppers,2.87,6.4,"=ROUND(B483*C483,2)"
Carrots,1.26,10.8,"=ROUND(B484*C484,2)"
Corn,1.07,38.7,"=ROUND(B485*C485,2)"
Yellow peppers,2.87,7.300000000000001,"=ROUND(B486*C486,2)"
Kale,5.02,2.3,"=ROUND(B487*C487,2)"
Grapefruit,0.76,3,"=ROUND(B488*C488,2)"
Apricots,3.71,15.1,"=ROUND(B489*C489,2)"
Fava beans,2.69,18.9,"=ROUND(B490*C490,2)"
Green peppers,1.89,33.5,"=ROUND(B491*C491,2)"
Cherries,9.5,34.1,"=ROUND(B492*C492,2)"
Orange,1.09,9.700000000000001,"=ROUND(B493*C493,2)"
Spinach,4.12,21.3,"=ROUND(B494*C494,2)"
Lime,1.06,18.2,"=ROUND(B495*C495,2)"
Bok choy,1.42,39,"=ROUND(B496*C496,2)"
Carrots,1.26,38.90000000000001,"=ROUND(B497*C497,2)"
Red onion,0.78,22.5,"=ROUND(B498*C498,2)"
Bananas,0.86,29.7,"=ROUND(B499*C499,2)"
Beets,1.51,14.1,"=ROUND(B500*C500,2)"
Grapes,2.63,28.5,"=ROUND(B501*C501,2)"
Garlic,3.07,34.6,"=ROUND(B502*C502,2)"
Lime,1.06,19.4,"=ROUND(B503*C503,2)"
Spinach,4.12,19.8,"=ROUND(B504*C504,2)"
Fava beans,2.69,9.9,"=ROUND(B505*C505,2)"
Grapes,2.63,25.8,"=ROUND(B506*C506,2)"
Beets,1.51,14.8,"=ROUND(B507*C507,2)"
Cherries,9.5,34.7,"=ROUND(B508*C508,2)"
Coconuts,1.18,10.8,"=ROUND(B509*C509,2)"
Eggplant,2.32,7.100000000000001,"=ROUND(B510*C510,2)"
Spinach,4.12,11,"=ROUND(B511*C511,2)"
Grapes,2.63,4.800000000000001,"=ROUND(B512*C512,2)"
Ginger,5.13,14.9,"=ROUND(B513*C513,2)"
Apples,1.88,7.7,"=ROUND(B514*C514,2)"
Tomatoes,3.16,35.4,"=ROUND(B515*C515,2)"
Watermelon,0.66,5,"=ROUND(B516*C516,2)"
Okra,2.26,17.9,"=ROUND(B517*C517,2)"
Ginger,5.13,13,"=ROUND(B518*C518,2)"
Papaya,1.34,10.1,"=ROUND(B519*C519,2)"
Orange,1.09,4.600000000000001,"=ROUND(B520*C520,2)"
Fava beans,2.69,34.5,"=ROUND(B521*C521,2)"
Lime,1.06,25.2,"=ROUND(B522*C522,2)"
Okra,2.26,29.3,"=ROUND(B523*C523,2)"
Garlic,3.07,2.7,"=ROUND(B524*C524,2)"
Brussels sprouts,1.65,29.2,"=ROUND(B525*C525,2)"
Ginger,5.13,9.3,"=ROUND(B526*C526,2)"
Avocados,3.23,2.5,"=ROUND(B527*C527,2)"
Green beans,2.52,16.9,"=ROUND(B528*C528,2)"
Strawberries,4.4,5.600000000000001,"=ROUND(B529*C529,2)"
Yellow peppers,2.87,39.1,"=ROUND(B530*C530,2)"
Grapes,2.63,5.4,"=ROUND(B531*C531,2)"
Eggplant,2.32,16.6,"=ROUND(B532*C532,2)"
Green beans,2.52,24.5,"=ROUND(B533*C533,2)"
Grapefruit,0.76,23.5,"=ROUND(B534*C534,2)"
Cherries,9.5,33.5,"=ROUND(B535*C535,2)"
Beets,1.51,9.5,"=ROUND(B536*C536,2)"
Beets,1.51,22.8,"=ROUND(B537*C537,2)"
Butternut squash,1.28,7.5,"=ROUND(B538*C538,2)"
Ginger,5.13,31.8,"=ROUND(B539*C539,2)"
Carrots,1.26,24.2,"=ROUND(B540*C540,2)"
Grapes,2.63,11.7,"=ROUND(B541*C541,2)"
Carrots,1.26,34.4,"=ROUND(B542*C542,2)"
Fava beans,2.69,33.8,"=ROUND(B543*C543,2)"
Yellow peppers,2.87,15.2,"=ROUND(B544*C544,2)"
Potatoes,0.86,7.4,"=ROUND(B545*C545,2)"
Yellow peppers,2.87,19.8,"=ROUND(B546*C546,2)"
Apricots,3.71,28.9,"=ROUND(B547*C547,2)"
Cherries,9.5,4.5,"=ROUND(B548*C548,2)"
Asparagus,2.49,21.5,"=ROUND(B549*C549,2)"
Tomatoes,3.16,7,"=ROUND(B550*C550,2)"
Fava beans,2.69,22.7,"=ROUND(B551*C551,2)"
Coconuts,1.18,1.1,"=ROUND(B552*C552,2)"
Yellow peppers,2.87,25.4,"=ROUND(B553*C553,2)"
Grapes,2.63,1.8,"=ROUND(B554*C554,2)"
Green peppers,1.89,23.6,"=ROUND(B555*C555,2)"
Bananas,0.86,14.2,"=ROUND(B556*C556,2)"
Bok choy,1.42,14.2,"=ROUND(B557*C557,2)"
Green beans,2.52,31.5,"=ROUND(B558*C558,2)"
Strawberries,4.4,23.3,"=ROUND(B559*C559,2)"
Avocados,3.23,26.7,"=ROUND(B560*C560,2)"
Eggplant,2.32,9.8,"=ROUND(B561*C561,2)"
Daikon,1.4,10.1,"=ROUND(B562*C562,2)"
Apples,1.88,19.4,"=ROUND(B563*C563,2)"
Papaya,1.34,7.2,"=ROUND(B564*C564,2)"
Cucumber,1.07,38.1,"=ROUND(B565*C565,2)"
Butternut squash,1.28,9,"=ROUND(B566*C566,2)"
Daikon,1.4,20.6,"=ROUND(B567*C567,2)"
Papaya,1.34,26.1,"=ROUND(B568*C568,2)"
Yellow peppers,2.87,34.9,"=ROUND(B569*C569,2)"
Carrots,1.26,32.8,"=ROUND(B570*C570,2)"
Parsnips,2.27,33.9,"=ROUND(B571*C571,2)"
Yellow peppers,2.87,27.7,"=ROUND(B572*C572,2)"
Garlic,3.07,0.5,"=ROUND(B573*C573,2)"
Daikon,1.4,4.100000000000001,"=ROUND(B574*C574,2)"
Cherries,9.5,26.3,"=ROUND(B575*C575,2)"
Butternut squash,1.28,26.3,"=ROUND(B576*C576,2)"
Green beans,2.52,17.5,"=ROUND(B577*C577,2)"
Carrots,1.26,17.4,"=ROUND(B578*C578,2)"
Papaya,1.34,9.600000000000001,"=ROUND(B579*C579,2)"
Lettuce,1.88,22.6,"=ROUND(B580*C580,2)"
Asparagus,2.49,1.7,"=ROUND(B581*C581,2)"
Green peppers,1.89,5.4,"=ROUND(B582*C582,2)"
Brussels sprouts,1.65,26.9,"=ROUND(B583*C583,2)"
Green peppers,1.89,22.2,"=ROUND(B584*C584,2)"
Okra,2.26,32.5,"=ROUND(B585*C585,2)"
Green cabbage,0.8,34,"=ROUND(B586*C586,2)"
Ginger,5.13,4.4,"=ROUND(B587*C587,2)"
Cherries,9.5,30.5,"=ROUND(B588*C588,2)"
Potatoes,0.86,37.1,"=ROUND(B589*C589,2)"
Lemon,1.27,12.3,"=ROUND(B590*C590,2)"
Orange,1.09,26.7,"=ROUND(B591*C591,2)"
Butternut squash,1.28,37.7,"=ROUND(B592*C592,2)"
Cucumber,1.07,39.1,"=ROUND(B593*C593,2)"
Spinach,4.12,14.8,"=ROUND(B594*C594,2)"
Lettuce,1.88,8.3,"=ROUND(B595*C595,2)"
Orange,1.09,1.6,"=ROUND(B596*C596,2)"
Daikon,1.4,25.1,"=ROUND(B597*C597,2)"
Potatoes,0.86,4.4,"=ROUND(B598*C598,2)"
Garlic,3.07,6.2,"=ROUND(B599*C599,2)"
Garlic,3.07,23.6,"=ROUND(B600*C600,2)"
Grapefruit,0.76,17.2,"=ROUND(B601*C601,2)"
Lettuce,1.88,14.5,"=ROUND(B602*C602,2)"
Potatoes,0.86,15.1,"=ROUND(B603*C603,2)"
Lettuce,1.88,29.4,"=ROUND(B604*C604,2)"
Asparagus,2.49,2.8,"=ROUND(B605*C605,2)"
Avocados,3.23,20.8,"=ROUND(B606*C606,2)"
Green beans,2.52,35.2,"=ROUND(B607*C607,2)"
Butternut squash,1.28,20.4,"=ROUND(B608*C608,2)"
Green beans,2.52,0.6000000000000001,"=ROUND(B609*C609,2)"
Cherries,9.5,39.40000000000001,"=ROUND(B610*C610,2)"
Fava beans,2.69,10.2,"=ROUND(B611*C611,2)"
Corn,1.07,9.5,"=ROUND(B612*C612,2)"
Spinach,4.12,20.1,"=ROUND(B613*C613,2)"
Daikon,1.4,4.3,"=ROUND(B614*C614,2)"
Okra,2.26,25.7,"=ROUND(B615*C615,2)"
Green cabbage,0.8,24.5,"=ROUND(B616*C616,2)"
Fava beans,2.69,37.9,"=ROUND(B617*C617,2)"
Watermelon,0.66,31.3,"=ROUND(B618*C618,2)"
Cucumber,1.07,2.5,"=ROUND(B619*C619,2)"
Red onion,0.78,6.800000000000001,"=ROUND(B620*C620,2)"
Watermelon,0.66,14,"=ROUND(B621*C621,2)"
Potatoes,0.86,32.1,"=ROUND(B622*C622,2)"
Spinach,4.12,28.3,"=ROUND(B623*C623,2)"
Daikon,1.4,36.7,"=ROUND(B624*C624,2)"
Cherries,9.5,39.6,"=ROUND(B625*C625,2)"
Red onion,0.78,21.6,"=ROUND(B626*C626,2)"
Red onion,0.78,12.6,"=ROUND(B627*C627,2)"
Carrots,1.26,33.7,"=ROUND(B628*C628,2)"
Bananas,0.86,29.6,"=ROUND(B629*C629,2)"
Orange,1.09,8.200000000000001,"=ROUND(B630*C630,2)"
Daikon,1.4,4.2,"=ROUND(B631*C631,2)"
Green cabbage,0.8,3.8,"=ROUND(B632*C632,2)"
Eggplant,2.32,34.5,"=ROUND(B633*C633,2)"
Fava beans,2.69,39,"=ROUND(B634*C634,2)"
Lemon,1.27,34.1,"=ROUND(B635*C635,2)"
Corn,1.07,38.7,"=ROUND(B636*C636,2)"
Brussels sprouts,1.65,30.7,"=ROUND(B637*C637,2)"
Grapes,2.63,24.4,"=ROUND(B638*C638,2)"
Lemon,1.27,1.1,"=ROUND(B639*C639,2)"
Yellow peppers,2.87,11.8,"=ROUND(B640*C640,2)"
Orange,1.09,34.3,"=ROUND(B641*C641,2)"
Coconuts,1.18,17.3,"=ROUND(B642*C642,2)"
Orange,1.09,11.3,"=ROUND(B643*C643,2)"
Bok choy,1.42,35.8,"=ROUND(B644*C644,2)"
Green beans,2.52,3.3,"=ROUND(B645*C645,2)"
Okra,2.26,11.8,"=ROUND(B646*C646,2)"
Avocados,3.23,19.5,"=ROUND(B647*C647,2)"
Lettuce,1.88,1.7,"=ROUND(B648*C648,2)"
Ginger,5.13,0.9,"=ROUND(B649*C649,2)"
Potatoes,0.86,15.6,"=ROUND(B650*C650,2)"
Okra,2.26,13.8,"=ROUND(B651*C651,2)"
Daikon,1.4,35.5,"=ROUND(B652*C652,2)"
Apricots,3.71,6.9,"=ROUND(B653*C653,2)"
Okra,2.26,31.2,"=ROUND(B654*C654,2)"
Potatoes,0.86,28.5,"=ROUND(B655*C655,2)"
Lemon,1.27,18.2,"=ROUND(B656*C656,2)"
Apricots,3.71,17.1,"=ROUND(B657*C657,2)"
Lemon,1.27,6.9,"=ROUND(B658*C658,2)"
Cherries,9.5,9.3,"=ROUND(B659*C659,2)"
Bananas,0.86,6.100000000000001,"=ROUND(B660*C660,2)"
Butternut squash,1.28,36.9,"=ROUND(B661*C661,2)"
Cucumber,1.07,31.1,"=ROUND(B662*C662,2)"
Lettuce,1.88,23.5,"=ROUND(B663*C663,2)"
Coconuts,1.18,11.3,"=ROUND(B664*C664,2)"
Asparagus,2.49,33.7,"=ROUND(B665*C665,2)"
Asparagus,2.49,2.3,"=ROUND(B666*C666,2)"
Potatoes,0.86,39.3,"=ROUND(B667*C667,2)"
Eggplant,2.32,39.5,"=ROUND(B668*C668,2)"
Red onion,0.78,18.7,"=ROUND(B669*C669,2)"
Bok choy,1.42,27.8,"=ROUND(B670*C670,2)"
Yellow peppers,2.87,39.2,"=ROUND(B671*C671,2)"
Grapefruit,0.76,17.6,"=ROUND(B672*C672,2)"
Watermelon,0.66,8.5,"=ROUND(B673*C673,2)"
Eggplant,2.32,12.1,"=ROUND(B674*C674,2)"
Apricots,3.71,11.6,"=ROUND(B675*C675,2)"
Asparagus,2.49,20.7,"=ROUND(B676*C676,2)"
Carrots,1.26,6.4,"=ROUND(B677*C677,2)"
Bananas,0.86,31.8,"=ROUND(B678*C678,2)"
Yellow peppers,2.87,17.3,"=ROUND(B679*C679,2)"
Asparagus,2.49,30.1,"=ROUND(B680*C680,2)"
Garlic,3.07,11.4,"=ROUND(B681*C681,2)"
Papaya,1.34,12.1,"=ROUND(B682*C682,2)"
Cherries,9.5,18,"=ROUND(B683*C683,2)"
Orange,1.09,29.1,"=ROUND(B684*C684,2)"
Watermelon,0.66,7.7,"=ROUND(B685*C685,2)"
Tomatoes,3.16,39.1,"=ROUND(B686*C686,2)"
Watermelon,0.66,35.6,"=ROUND(B687*C687,2)"
Grapefruit,0.76,13.6,"=ROUND(B688*C688,2)"
Asparagus,2.49,14.8,"=ROUND(B689*C689,2)"
Avocados,3.23,13.9,"=ROUND(B690*C690,2)"
Okra,2.26,20.4,"=ROUND(B691*C691,2)"
Spinach,4.12,15.2,"=ROUND(B692*C692,2)"
Fava beans,2.69,14,"=ROUND(B693*C693,2)"
Butternut squash,1.28,24.1,"=ROUND(B694*C694,2)"
Kale,5.02,0.8,"=ROUND(B695*C695,2)"
Papaya,1.34,18.1,"=ROUND(B696*C696,2)"
Avocados,3.23,22.8,"=ROUND(B697*C697,2)"
Garlic,3.07,3,"=ROUND(B698*C698,2)"
Lettuce,1.88,7.600000000000001,"=ROUND(B699*C699,2)"
Yellow peppers,2.87,26.8,"=ROUND(B700*C700,2)"
Orange,1.09,10.5,"=ROUND(B701*C701,2)"
Coconuts,1.18,35.1,"=ROUND(B702*C702,2)"
Celery,1.19,4.9,"=ROUND(B703*C703,2)"
Grapefruit,0.76,36.2,"=ROUND(B704*C704,2)"
Asparagus,2.49,30.3,"=ROUND(B705*C705,2)"
Grapefruit,0.76,2.2,"=ROUND(B706*C706,2)"
Kale,5.02,23.8,"=ROUND(B707*C707,2)"
Orange,1.09,6.800000000000001,"=ROUND(B708*C708,2)"
Okra,2.26,22.4,"=ROUND(B709*C709,2)"
Strawberries,4.4,24.8,"=ROUND(B710*C710,2)"
Cucumber,1.07,38.2,"=ROUND(B711*C711,2)"
Lime,1.06,7.300000000000001,"=ROUND(B712*C712,2)"
Corn,1.07,8,"=ROUND(B713*C713,2)"
Lime,1.06,2.9,"=ROUND(B714*C714,2)"
Beets,1.51,25.3,"=ROUND(B715*C715,2)"
Celery,1.19,39.6,"=ROUND(B716*C716,2)"
Bok choy,1.42,21.5,"=ROUND(B717*C717,2)"
Grapefruit,0.76,29.4,"=ROUND(B718*C718,2)"
Bananas,0.86,20.7,"=ROUND(B719*C719,2)"
Eggplant,2.32,16,"=ROUND(B720*C720,2)"
Avocados,3.23,33,"=ROUND(B721*C721,2)"
Brussels sprouts,1.65,32,"=ROUND(B722*C722,2)"
Daikon,1.4,6.5,"=ROUND(B723*C723,2)"
Tomatoes,3.16,7.100000000000001,"=ROUND(B724*C724,2)"
Papaya,1.34,33.2,"=ROUND(B725*C725,2)"
Lime,1.06,0.5,"=ROUND(B726*C726,2)"
Bananas,0.86,6.600000000000001,"=ROUND(B727*C727,2)"
Coconuts,1.18,21.1,"=ROUND(B728*C728,2)"
Potatoes,0.86,23.5,"=ROUND(B729*C729,2)"
Spinach,4.12,16.4,"=ROUND(B730*C730,2)"
Kale,5.02,39.40000000000001,"=ROUND(B731*C731,2)"
Celery,1.19,11.5,"=ROUND(B732*C732,2)"
Corn,1.07,32,"=ROUND(B733*C733,2)"
Fava beans,2.69,8.4,"=ROUND(B734*C734,2)"
Beets,1.51,32,"=ROUND(B735*C735,2)"
Yellow peppers,2.87,36.4,"=ROUND(B736*C736,2)"
Butternut squash,1.28,14.4,"=ROUND(B737*C737,2)"
Apples,1.88,19.4,"=ROUND(B738*C738,2)"
Lemon,1.27,12.8,"=ROUND(B739*C739,2)"
Apples,1.88,17.7,"=ROUND(B740*C740,2)"
Garlic,3.07,7,"=ROUND(B741*C741,2)"
Garlic,3.07,21,"=ROUND(B742*C742,2)"
Fava beans,2.69,5.4,"=ROUND(B743*C743,2)"
Kale,5.02,27.6,"=ROUND(B744*C744,2)"
Garlic,3.07,19.4,"=ROUND(B745*C745,2)"
Grapes,2.63,3.6,"=ROUND(B746*C746,2)"
Strawberries,4.4,35,"=ROUND(B747*C747,2)"
Corn,1.07,24.3,"=ROUND(B748*C748,2)"
Bananas,0.86,13.5,"=ROUND(B749*C749,2)"
Bananas,0.86,0.5,"=ROUND(B750*C750,2)"
Lime,1.06,35.8,"=ROUND(B751*C751,2)"
Avocados,3.23,8.6,"=ROUND(B752*C752,2)"
Lettuce,1.88,15.5,"=ROUND(B753*C753,2)"
Apples,1.88,12.1,"=ROUND(B754*C754,2)"
Avocados,3.23,16.1,"=ROUND(B755*C755,2)"
Avocados,3.23,12.1,"=ROUND(B756*C756,2)"
Grapes,2.63,16.9,"=ROUND(B757*C757,2)"
Coconuts,1.18,28.8,"=ROUND(B758*C758,2)"
Green beans,2.52,18.7,"=ROUND(B759*C759,2)"
Papaya,1.34,10.8,"=ROUND(B760*C760,2)"
Apricots,3.71,0.7000000000000001,"=ROUND(B761*C761,2)"
Fava beans,2.69,31.8,"=ROUND(B762*C762,2)"
Parsnips,2.27,6.7,"=ROUND(B763*C763,2)"
Coconuts,1.18,23.4,"=ROUND(B764*C764,2)"
Watermelon,0.66,10.8,"=ROUND(B765*C765,2)"
Asparagus,2.49,39.5,"=ROUND(B766*C766,2)"
Tomatoes,3.16,18.9,"=ROUND(B767*C767,2)"
Avocados,3.23,11.7,"=ROUND(B768*C768,2)"
Tomatoes,3.16,18.2,"=ROUND(B769*C769,2)"
Brussels sprouts,1.65,31.8,"=ROUND(B770*C770,2)"
Bok choy,1.42,38.5,"=ROUND(B771*C771,2)"
Tomatoes,3.16,17.3,"=ROUND(B772*C772,2)"
Strawberries,4.4,1.8,"=ROUND(B773*C773,2)"
Garlic,3.07,24.5,"=ROUND(B774*C774,2)"
Butternut squash,1.28,15.3,"=ROUND(B775*C775,2)"
Avocados,3.23,29,"=ROUND(B776*C776,2)"
Apples,1.88,29,"=ROUND(B777*C777,2)"
Garlic,3.07,18,"=ROUND(B778*C778,2)"
Butternut squash,1.28,14.5,"=ROUND(B779*C779,2)"
Orange,1.09,3.9,"=ROUND(B780*C780,2)"
Spinach,4.12,33.1,"=ROUND(B781*C781,2)"
Okra,2.26,27.7,"=ROUND(B782*C782,2)"
Cherries,9.5,37.9,"=ROUND(B783*C783,2)"
Papaya,1.34,7.4,"=ROUND(B784*C784,2)"
Lemon,1.27,15,"=ROUND(B785*C785,2)"
Lettuce,1.88,23.5,"=ROUND(B786*C786,2)"
Red onion,0.78,38.8,"=ROUND(B787*C787,2)"
Parsnips,2.27,6.4,"=ROUND(B788*C788,2)"
Kale,5.02,36.8,"=ROUND(B789*C789,2)"
Papaya,1.34,0.5,"=ROUND(B790*C790,2)"
Ginger,5.13,10.9,"=ROUND(B791*C791,2)"
Ginger,5.13,28.9,"=ROUND(B792*C792,2)"
Green peppers,1.89,29.5,"=ROUND(B793*C793,2)"
Red onion,0.78,39.1,"=ROUND(B794*C794,2)"
Parsnips,2.27,25.2,"=ROUND(B795*C795,2)"
Lettuce,1.88,0.7000000000000001,"=ROUND(B796*C796,2)"
Celery,1.19,35.8,"=ROUND(B797*C797,2)"
Apricots,3.71,33,"=ROUND(B798*C798,2)"
Potatoes,0.86,38,"=ROUND(B799*C799,2)"
Green beans,2.52,28.4,"=ROUND(B800*C800,2)"
Carrots,1.26,13.6,"=ROUND(B801*C801,2)"
Grapes,2.63,8.700000000000001,"=ROUND(B802*C802,2)"
Brussels sprouts,1.65,7.5,"=ROUND(B803*C803,2)"
Strawberries,4.4,31.8,"=ROUND(B804*C804,2)"
Ginger,5.13,20.8,"=ROUND(B805*C805,2)"
Papaya,1.34,31.5,"=ROUND(B806*C806,2)"
Apricots,3.71,22.2,"=ROUND(B807*C807,2)"
Brussels sprouts,1.65,33.6,"=ROUND(B808*C808,2)"
Lettuce,1.88,6,"=ROUND(B809*C809,2)"
Green cabbage,0.8,7,"=ROUND(B810*C810,2)"
Potatoes,0.86,17.2,"=ROUND(B811*C811,2)"
Green cabbage,0.8,24.1,"=ROUND(B812*C812,2)"
Apricots,3.71,9.9,"=ROUND(B813*C813,2)"
Red onion,0.78,0.9,"=ROUND(B814*C814,2)"
Lime,1.06,28.8,"=ROUND(B815*C815,2)"
Parsnips,2.27,7.7,"=ROUND(B816*C816,2)"
Papaya,1.34,19.3,"=ROUND(B817*C817,2)"
Lettuce,1.88,9.3,"=ROUND(B818*C818,2)"
Lemon,1.27,1,"=ROUND(B819*C819,2)"
Coconuts,1.18,36.9,"=ROUND(B820*C820,2)"
Asparagus,2.49,35.1,"=ROUND(B821*C821,2)"
Asparagus,2.49,34.4,"=ROUND(B822*C822,2)"
Watermelon,0.66,25.6,"=ROUND(B823*C823,2)"
Fava beans,2.69,28.3,"=ROUND(B824*C824,2)"
Strawberries,4.4,8.4,"=ROUND(B825*C825,2)"
Celery,1.19,10.6,"=ROUND(B826*C826,2)"
Apricots,3.71,5,"=ROUND(B827*C827,2)"
Cucumber,1.07,8.200000000000001,"=ROUND(B828*C828,2)"
Green peppers,1.89,9,"=ROUND(B829*C829,2)"
Corn,1.07,36.9,"=ROUND(B830*C830,2)"
Papaya,1.34,32.2,"=ROUND(B831*C831,2)"
Green cabbage,0.8,16.2,"=ROUND(B832*C832,2)"
Kale,5.02,9.200000000000001,"=ROUND(B833*C833,2)"
Potatoes,0.86,35,"=ROUND(B834*C834,2)"
Beets,1.51,28.4,"=ROUND(B835*C835,2)"
Parsnips,2.27,38.90000000000001,"=ROUND(B836*C836,2)"
Green peppers,1.89,23.2,"=ROUND(B837*C837,2)"
Orange,1.09,2.2,"=ROUND(B838*C838,2)"
Watermelon,0.66,1.6,"=ROUND(B839*C839,2)"
Asparagus,2.49,22.9,"=ROUND(B840*C840,2)"
Corn,1.07,24.3,"=ROUND(B841*C841,2)"
Green peppers,1.89,15.3,"=ROUND(B842*C842,2)"
Celery,1.19,28.9,"=ROUND(B843*C843,2)"
Coconuts,1.18,7.7,"=ROUND(B844*C844,2)"
Grapes,2.63,31,"=ROUND(B845*C845,2)"
Daikon,1.4,1.3,"=ROUND(B846*C846,2)"
Carrots,1.26,27.2,"=ROUND(B847*C847,2)"
Watermelon,0.66,20.1,"=ROUND(B848*C848,2)"
Yellow peppers,2.87,34.9,"=ROUND(B849*C849,2)"
Apricots,3.71,7.2,"=ROUND(B850*C850,2)"
Lime,1.06,38.1,"=ROUND(B851*C851,2)"
Ginger,5.13,8.200000000000001,"=ROUND(B852*C852,2)"
Lemon,1.27,15.5,"=ROUND(B853*C853,2)"
Red onion,0.78,4.2,"=ROUND(B854*C854,2)"
Grapefruit,0.76,26.4,"=ROUND(B855*C855,2)"
Lemon,1.27,32.7,"=ROUND(B856*C856,2)"
Strawberries,4.4,19.3,"=ROUND(B857*C857,2)"
Watermelon,0.66,20.6,"=ROUND(B858*C858,2)"
Cucumber,1.07,36.1,"=ROUND(B859*C859,2)"
Bok choy,1.42,19.9,"=ROUND(B860*C860,2)"
Lemon,1.27,35,"=ROUND(B861*C861,2)"
Brussels sprouts,1.65,11.4,"=ROUND(B862*C862,2)"
Avocados,3.23,4.9,"=ROUND(B863*C863,2)"
Kale,5.02,11.4,"=ROUND(B864*C864,2)"
Kale,5.02,39.6,"=ROUND(B865*C865,2)"
Papaya,1.34,31.6,"=ROUND(B866*C866,2)"
Kale,5.02,4.3,"=ROUND(B867*C867,2)"
Butternut squash,1.28,12.9,"=ROUND(B868*C868,2)"
Cucumber,1.07,5.600000000000001,"=ROUND(B869*C869,2)"
Lettuce,1.88,14.7,"=ROUND(B870*C870,2)"
Celery,1.19,16.1,"=ROUND(B871*C871,2)"
Okra,2.26,21.7,"=ROUND(B872*C872,2)"
Fava beans,2.69,32.1,"=ROUND(B873*C873,2)"
Grapes,2.63,18.1,"=ROUND(B874*C874,2)"
Lemon,1.27,4.7,"=ROUND(B875*C875,2)"
Yellow peppers,2.87,12.5,"=ROUND(B876*C876,2)"
Kale,5.02,1.6,"=ROUND(B877*C877,2)"
Red onion,0.78,15,"=ROUND(B878*C878,2)"
Papaya,1.34,28.3,"=ROUND(B879*C879,2)"
Grapes,2.63,11.1,"=ROUND(B880*C880,2)"
Apples,1.88,32.7,"=ROUND(B881*C881,2)"
Avocados,3.23,15.3,"=ROUND(B882*C882,2)"
Bananas,0.86,27,"=ROUND(B883*C883,2)"
Tomatoes,3.16,1.8,"=ROUND(B884*C884,2)"
Carrots,1.26,23.7,"=ROUND(B885*C885,2)"
Corn,1.07,17.4,"=ROUND(B886*C886,2)"
Carrots,1.26,14.1,"=ROUND(B887*C887,2)"
Butternut squash,1.28,18.5,"=ROUND(B888*C888,2)"
Green peppers,1.89,8.6,"=ROUND(B889*C889,2)"
Strawberries,4.4,37.1,"=ROUND(B890*C890,2)"
Orange,1.09,2.1,"=ROUND(B891*C891,2)"
Daikon,1.4,25.6,"=ROUND(B892*C892,2)"
Red onion,0.78,8.1,"=ROUND(B893*C893,2)"
Grapes,2.63,8.8,"=ROUND(B894*C894,2)"
Corn,1.07,7.7,"=ROUND(B895*C895,2)"
Lettuce,1.88,39.2,"=ROUND(B896*C896,2)"
Kale,5.02,2.2,"=ROUND(B897*C897,2)"
Green cabbage,0.8,18.1,"=ROUND(B898*C898,2)"
Grapefruit,0.76,33.9,"=ROUND(B899*C899,2)"
Cucumber,1.07,23.2,"=ROUND(B900*C900,2)"
Yellow peppers,2.87,24.5,"=ROUND(B901*C901,2)"
Watermelon,0.66,36.5,"=ROUND(B902*C902,2)"
Beets,1.51,24.1,"=ROUND(B903*C903,2)"
Avocados,3.23,12.6,"=ROUND(B904*C904,2)"
Eggplant,2.32,22.5,"=ROUND(B905*C905,2)"
Apricots,3.71,15.9,"=ROUND(B906*C906,2)"
Fava beans,2.69,11.5,"=ROUND(B907*C907,2)"
Grapes,2.63,33.6,"=ROUND(B908*C908,2)"
Tomatoes,3.16,24.8,"=ROUND(B909*C909,2)"
Avocados,3.23,37.6,"=ROUND(B910*C910,2)"
Beets,1.51,8.8,"=ROUND(B911*C911,2)"
Orange,1.09,14.6,"=ROUND(B912*C912,2)"
Green beans,2.52,24,"=ROUND(B913*C913,2)"
Grapes,2.63,28.5,"=ROUND(B914*C914,2)"
